order_id,order_date,customer_name,city,state,category,product,quantity,sales,discount
ORD01667,2025-10-03,Pooja Gupta,Ahmedabad,Gujarat,Stationery,Notebook,9,65512.8,0.1
ORD00863,2025-07-04,Vikas Patel,Chennai,Tamil Nadu,Stationery,Pen Set,6,12457.34,0.1
ORD01567,2025-04-06,Nikhil Patel,Mumbai,Maharashtra,Stationery,File Folder,6,25416.22,0.0
ORD00531,2025-10-02,Vikas Sharma,Mumbai,Maharashtra,Grocery,Rice,9,12162.94,0.2
ORD00655,2025-02-09,Neha Sharma,Ahmedabad,Gujarat,Clothing,Kurta,1,55138.95,0.1
ORD01260,2025-05-05,Amit Gupta,Ahmedabad,Gujarat,Stationery,Pen Set,5,25048.78,0.05
ORD00234,2025-10-15,Rahul Patel,Bhopal,Madhya Pradesh,Clothing,Shoes,3,57109.71,0.2
ORD00121,2025-07-29,Riya Singh,Unknown,Rajasthan,Electronics,Monitor,8,1397.23,0.05
ORD01698,2025-06-26,Neha Das,Mumbai,Maharashtra,Stationery,Marker,1,43013.48,0.15
ORD00950,2025-09-18,Riya Gupta,Delhi,Delhi,Furniture,Bookshelf,3,37100.89,0.25
ORD00618,2025-03-27,Priya Kumar,Jaipur,Rajasthan,Clothing,Kurta,9,72423.07,0.15
ORD01179,2025-01-28,Riya Gupta,Bhopal,Madhya Pradesh,Grocery,Tea,2,10034.83,0.2
ORD00308,2025-09-01,Amit Kumar,Hyderabad,Telangana,Electronics,Laptop,7,28599.99,0.2
ORD00136,2025-02-28,Pooja Sharma,Mumbai,Maharashtra,Clothing,Shoes,5,56055.31,0.1
ORD00555,2025-10-10,Rohit Yadav,Ahmedabad,Gujarat,Grocery,Tea,10,16153.86,0.0
ORD01674,2025-11-05,Riya Kumar,Mumbai,Maharashtra,Furniture,Bookshelf,3,7792.01,0.2
ORD00584,2025-11-04,Vikas Sharma,Mumbai,Maharashtra,Stationery,Notebook,2,61788.35,0.15
ORD01641,2025-10-25,Pooja Yadav,Lucknow,Uttar Pradesh,Clothing,T-Shirt,4,17262.07,0.2
ORD00671,2025-09-01,Kavita Kumar,Kolkata,West Bengal,Clothing,Shoes,3,10131.13,0.0
ORD00835,2025-02-14,Rahul Das,Jaipur,Rajasthan,Grocery,Biscuits,2,14329.43,0.15
ORD00110,2025-04-07,Suresh Patel,Kolkata,West Bengal,Grocery,Rice,9,34782.73,0.0
ORD01165,2025-07-16,Manish Gupta,Delhi,Delhi,Stationery,Notebook,3,69693.01,0.1
ORD01960,2025-01-09,Manish Verma,Bengaluru,Karnataka,Grocery,Tea,7,67145.42,0.05
ORD01465,2025-07-10,Riya Das,Delhi,Delhi,Grocery,Rice,4,15502.13,0.2
ORD01729,2025-04-27,Anjali Gupta,Mumbai,Maharashtra,Stationery,Notebook,6,26547.4,0.2
ORD01243,2025-09-11,Arjun Sharma,Patna,Bihar,Grocery,Rice,4,55618.46,0.15
ORD00212,2025-06-17,Arjun Gupta,Ahmedabad,Gujarat,Furniture,Table,5,24260.55,0.0
ORD01768,2025-09-18,Anjali Kumar,Lucknow,Uttar Pradesh,Electronics,Keyboard,9,39417.84,0.05
ORD01121,2025-01-23,Rahul Verma,Jaipur,Rajasthan,Furniture,Office Chair,5,48833.39,0.1
ORD00680,2025-01-23,Rohit Singh,Bhopal,Madhya Pradesh,Electronics,Keyboard,10,67976.51,0.2
ORD01951,2025-05-21,Neha Gupta,Mumbai,Maharashtra,Stationery,Pen Set,4,23737.33,0.15
ORD01839,2025-05-29,Priya Verma,Chennai,Tamil Nadu,Electronics,Laptop,6,53025.3,0.2
ORD00412,2025-05-08,Arjun Kumar,Kolkata,West Bengal,Furniture,Sofa,4,48288.28,0.2
ORD01325,2025-06-12,Anjali Singh,Patna,Bihar,Furniture,Bookshelf,9,61547.57,0.2
ORD00783,2025-02-14,Riya Singh,Ahmedabad,Gujarat,Furniture,Table,2,53178.61,0.0
ORD01346,2025-05-31,Kavita Patel,Jaipur,Rajasthan,Furniture,Office Chair,9,19166.51,0.15
ORD00875,2025-12-10,Anjali Kumar,Delhi,Delhi,Grocery,Cooking Oil,10,67612.82,0.05
ORD01653,2025-07-09,Priya Gupta,Bhopal,Madhya Pradesh,Clothing,Jeans,5,35530.63,0.1
ORD01279,2025-01-07,Rohit Sharma,Jaipur,Rajasthan,Stationery,Marker,8,58659.42,0.25
ORD00786,2025-05-13,Riya Gupta,Delhi,Delhi,Clothing,T-Shirt,7,29297.13,0.0
ORD01819,2025-05-02,Manish Sharma,Pune,Maharashtra,Electronics,Mobile Phone,6,5105.7,0.2
ORD01199,2025-03-20,Anjali Das,Bhopal,Madhya Pradesh,Clothing,Kurta,9,45469.62,0.15
ORD00808,2025-09-13,Kavita Sharma,Pune,Maharashtra,Furniture,Table,1,44821.33,0.25
ORD00713,2025-01-26,Rahul Das,Hyderabad,Telangana,Grocery,Sugar,5,25000.55,0.0
ORD01991,2025-11-16,Pooja Sharma,Kolkata,West Bengal,Grocery,Biscuits,5,6314.41,0.05
ORD01660,2025-05-26,Rahul Yadav,Delhi,Delhi,Electronics,Headphones,5,40457.7,0.1
ORD01191,2025-02-14,Suresh Gupta,Delhi,Delhi,Electronics,Mobile Phone,10,15665.69,0.05
ORD01226,2025-08-08,Kavita Kumar,Chennai,Tamil Nadu,Grocery,Rice,4,4139.98,0.1
ORD00603,2025-06-11,Sneha Kumar,Kolkata,West Bengal,Furniture,Sofa,2,52443.78,0.15
ORD00271,2025-10-03,Manish Verma,Bhopal,Madhya Pradesh,Grocery,Biscuits,7,52720.07,0.15
ORD01385,2025-04-23,Arjun Singh,Delhi,Delhi,Clothing,Kurta,1,11305.55,0.15
ORD00232,2025-01-31,Priya Yadav,Jaipur,Rajasthan,Furniture,Sofa,5,34152.42,0.25
ORD00050,2025-06-29,Arjun Das,Kolkata,West Bengal,Clothing,Jacket,2,72524.96,0.1
ORD00463,2025-06-04,Arjun Das,Kolkata,West Bengal,Stationery,Marker,8,19086.9,0.15
ORD01106,2025-10-03,Rohit Sharma,Kolkata,West Bengal,Electronics,Mobile Phone,3,20714.78,0.25
ORD00856,2025-05-20,Unknown,Delhi,Delhi,Grocery,Tea,2,744.76,0.25
ORD00694,2025-09-02,Priya Yadav,Ahmedabad,Gujarat,Furniture,Desk,1,27104.78,0.25
ORD01552,2025-12-02,Kavita Kumar,Chennai,Tamil Nadu,Electronics,Monitor,5,73759.41,0.05
ORD01873,2025-06-20,Neha Yadav,Pune,Maharashtra,Grocery,Rice,5,1173.94,0.05
ORD00527,2025-07-13,Amit Das,Hyderabad,Telangana,Electronics,Mobile Phone,3,55197.19,0.0
ORD00174,2025-06-20,Manish Singh,Lucknow,Uttar Pradesh,Electronics,Keyboard,5,55998.91,0.05
ORD00721,2025-08-27,Arjun Sharma,Ahmedabad,Gujarat,Furniture,Bookshelf,4,368.17,0.0
ORD00415,2025-03-23,Rahul Verma,Patna,Bihar,Stationery,Calculator,6,57571.45,0.05
ORD00238,2025-01-25,Amit Gupta,Kolkata,West Bengal,Grocery,Tea,4,16332.05,0.1
ORD01473,2025-07-29,Anjali Sharma,Pune,Maharashtra,Stationery,Marker,2,52057.22,0.15
ORD01336,2025-04-18,Arjun Das,Patna,Bihar,Stationery,Notebook,8,71951.48,0.0
ORD01064,2025-12-22,Sneha Yadav,Hyderabad,Telangana,Furniture,Office Chair,6,14404.33,0.15
ORD00024,2025-02-06,Suresh Verma,Delhi,Delhi,Electronics,Mobile Phone,2,67930.15,0.1
ORD01767,2025-07-17,Neha Patel,Hyderabad,Telangana,Clothing,T-Shirt,9,2340.24,0.1
ORD00064,2025-08-17,Nikhil Singh,Jaipur,Rajasthan,Grocery,Sugar,7,62335.05,0.2
ORD00290,2025-06-19,Arjun Sharma,Lucknow,Uttar Pradesh,Grocery,Cooking Oil,7,18403.67,0.05
ORD00189,2025-09-17,Manish Kumar,Mumbai,Maharashtra,Furniture,Office Chair,5,63371.02,0.0
ORD00702,2025-02-16,Sneha Sharma,Bhopal,Madhya Pradesh,Grocery,Cooking Oil,8,62284.54,0.15
ORD01815,2025-12-22,Arjun Gupta,Bengaluru,Karnataka,Stationery,Pen Set,8,28656.27,0.0
ORD01138,2025-01-03,Amit Patel,Delhi,Delhi,Clothing,Jeans,8,14879.75,0.05
ORD00355,2025-08-13,Riya Sharma,Bengaluru,Karnataka,Electronics,Keyboard,5,26306.13,0.0
ORD00417,2025-06-12,Manish Patel,Ahmedabad,Gujarat,Stationery,Marker,3,13413.5,0.2
ORD01246,2025-12-29,Rohit Sharma,Lucknow,Uttar Pradesh,Grocery,Biscuits,5,63972.51,0.1
ORD00931,2025-07-08,Priya Das,Hyderabad,Telangana,Grocery,Biscuits,5,15100.11,0.15
ORD00197,2025-02-20,Riya Patel,Pune,Maharashtra,Stationery,Notebook,6,17034.27,0.1
ORD00580,2025-12-15,Vikas Verma,Bengaluru,Karnataka,Grocery,Tea,10,27581.9,0.1
ORD01135,2025-08-05,Suresh Das,Delhi,Delhi,Clothing,Shoes,7,12790.51,0.15
ORD01814,2025-01-06,Sneha Kumar,Chennai,Tamil Nadu,Grocery,Rice,3,65434.99,0.2
ORD01935,2025-09-05,Sneha Gupta,Ahmedabad,Gujarat,Clothing,Jeans,8,28281.15,0.15
ORD00434,2025-10-04,Rohit Gupta,Chennai,Tamil Nadu,Furniture,Desk,7,52365.45,0.25
ORD00101,2025-10-29,Unknown,Bhopal,Madhya Pradesh,Stationery,Notebook,4,69312.35,0.25
ORD01655,2025-08-22,Manish Gupta,Patna,Bihar,Stationery,Notebook,7,26682.49,0.05
ORD00395,2025-01-05,Anjali Kumar,Kolkata,West Bengal,Electronics,Mobile Phone,9,26145.17,0.25
ORD01939,2025-03-04,Anjali Kumar,Jaipur,Rajasthan,Stationery,File Folder,6,9178.5,0.05
ORD00221,2025-03-22,Sneha Singh,Hyderabad,Telangana,Clothing,T-Shirt,9,40777.31,0.1
ORD01676,2025-04-22,Manish Patel,Pune,Maharashtra,Clothing,Jeans,7,74327.52,0.05
ORD01498,2025-09-12,Rohit Singh,Bengaluru,Karnataka,Stationery,Pen Set,8,61086.7,0.25
ORD01785,2025-09-23,Suresh Kumar,Lucknow,Uttar Pradesh,Clothing,T-Shirt,2,51436.02,0.15
ORD00345,2025-06-30,Riya Yadav,Ahmedabad,Gujarat,Stationery,Calculator,7,44128.6,0.1
ORD01028,2025-01-15,Vikas Verma,Patna,Bihar,Clothing,Shoes,9,30678.97,0.15
ORD00889,2025-04-29,Arjun Singh,Mumbai,Maharashtra,Stationery,Notebook,2,18989.07,0.15
ORD01351,2025-04-11,Amit Yadav,Ahmedabad,Gujarat,Stationery,File Folder,6,61051.24,0.05
ORD00553,2025-05-24,Riya Singh,Jaipur,Rajasthan,Grocery,Rice,3,48504.98,0.0
ORD00744,2025-08-21,Pooja Kumar,Chennai,Tamil Nadu,Stationery,Pen Set,6,59211.21,0.1
ORD01542,2025-06-12,Suresh Sharma,Kolkata,West Bengal,Stationery,File Folder,6,23554.2,0.2
ORD00539,2025-05-13,Vikas Das,Mumbai,Maharashtra,Clothing,Kurta,2,43228.43,0.05
ORD00907,2025-11-16,Suresh Yadav,Kolkata,West Bengal,Grocery,Biscuits,4,31219.99,0.1
ORD01395,2025-04-23,Amit Yadav,Mumbai,Maharashtra,Furniture,Sofa,10,68889.92,0.1
ORD00116,2025-05-17,Riya Kumar,Delhi,Delhi,Clothing,Shoes,6,70085.07,0.2
ORD00830,2025-07-07,Anjali Singh,Patna,Bihar,Electronics,Keyboard,6,35035.13,0.0
ORD01938,2025-11-18,Pooja Sharma,Lucknow,Uttar Pradesh,Grocery,Tea,4,20111.17,0.15
ORD00809,2025-09-04,Rahul Sharma,Hyderabad,Telangana,Clothing,Jacket,7,591.61,0.05
ORD01311,2025-10-15,Manish Verma,Bhopal,Madhya Pradesh,Stationery,Marker,10,29338.06,0.0
ORD01005,2025-02-23,Anjali Verma,Hyderabad,Telangana,Grocery,Cooking Oil,7,39095.08,0.05
ORD00306,2025-07-23,Rahul Patel,Unknown,Maharashtra,Grocery,Sugar,5,61187.28,0.1
